CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;CLIENTE_PRIME_un;cluster
TDCF4N;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;721.0;0.0;0.0;;1
TDCF6P;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;700.0;0.0;0.0;;1
TDCDGW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;833.0;0.0;0.0;;1
TDCFB0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;584.0;0.0;0.0;;1
TDCFBR;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;477.0;0.0;0.0;;1
TDCGBB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2438.0;0.0;0.0;;1
TDCG42;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;739.0;0.0;0.0;;1
TDCEWN;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1463.0;0.0;0.0;;1
TDCFFC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;682.0;0.0;0.0;;1
TDCG7V;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1843.0;0.0;0.0;;1
TDCDQ1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1306.0;0.0;0.0;;1
TDCEDJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;380.0;0.0;0.0;;1
TDCGO3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2622.0;0.0;0.0;;1
TDCGPY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;905.0;0.0;0.0;;1
TDCGTA;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1492.0;0.0;0.0;;1
TDCCUO;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1201.0;0.0;0.0;;1
TDCH86;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1149.0;0.0;0.0;;1
TDCGN0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;497.0;0.0;0.0;;1
TDCCFK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1845.0;0.0;0.0;;1
TDCGYS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2791.0;0.0;0.0;;1
TDCG3Q;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1353.0;0.0;0.0;;1
TDCHBK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;359.0;0.0;0.0;;1
TDCH1R;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1156.0;0.0;0.0;;1
TDCC79;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1649.0;0.0;0.0;;1
TDCG5J;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;865.0;0.0;0.0;;1
TDCDB7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2039.0;0.0;0.0;;1
TDCGIG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;673.0;0.0;0.0;;1
TDCD0F;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1172.0;0.0;0.0;;1
TDCCZL;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1302.0;0.0;0.0;;1
TDCGM2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;605.0;0.0;0.0;;1
TDCDMT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1131.0;0.0;0.0;;1
TDCDPU;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1654.0;0.0;0.0;;1
TDCGP2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1491.0;0.0;0.0;;1
TDCD69;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1120.0;0.0;0.0;;1
TDCDOK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1648.0;0.0;0.0;;1
TDCDU9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1582.0;0.0;0.0;;1
TDCD6S;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1015.0;0.0;0.0;;1
TDCFJY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;387.0;0.0;0.0;;1
TDCGAS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2235.0;0.0;0.0;;1
TDCEAT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2046.0;0.0;0.0;;1
TDCGE1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;542.0;0.0;0.0;;1
TDCDE8;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1522.0;0.0;0.0;;1
TDCEI5;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2174.0;0.0;0.0;;1
TDCEP4;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1556.0;0.0;0.0;;1
TDCECE;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1302.0;0.0;0.0;;1
TDCET6;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;799.0;0.0;0.0;;1
TDCENI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1199.0;0.0;0.0;;1
TDCEI1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1302.0;0.0;0.0;;1
TDCHEZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1381.0;0.0;0.0;;1
TDCF5O;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;507.0;0.0;0.0;;1
TDCDQ2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1208.0;0.0;0.0;;1
TDCCTC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1849.0;0.0;0.0;;1
TDCFUZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;365.0;0.0;0.0;;1
TDCFN1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1263.0;0.0;0.0;;1
TDCG2K;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;632.0;0.0;0.0;;1
TDCFMT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2110.0;0.0;0.0;;1
TDCDEG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1789.0;0.0;0.0;;1
TDCGV6;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2544.0;0.0;0.0;;1
TDCDU3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1845.0;0.0;0.0;;1
TDCGVJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;861.0;0.0;0.0;;1
TDCGZA;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1212.0;0.0;0.0;;1
TDCEIB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1501.0;0.0;0.0;;1
TDCH9B;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1652.0;0.0;0.0;;1
TDCEDY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1514.0;0.0;0.0;;1
TDCFH8;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1480.0;0.0;0.0;;1
TDCEUI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1599.0;0.0;0.0;;1
TDCFPM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1836.0;0.0;0.0;;1
TDCEJ3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;759.0;0.0;0.0;;1
TDCEYF;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1849.0;0.0;0.0;;1
TDCFYY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;3803.0;0.0;0.0;;1
TDCENC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1736.0;0.0;0.0;;1
TDCG7S;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1569.0;0.0;0.0;;1
TDCF86;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1638.0;0.0;0.0;;1
TDCFJ9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1576.0;0.0;0.0;;1
TDCG71;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1509.0;0.0;0.0;;1
TDCH40;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2121.0;0.0;0.0;;1
TDCCOD;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1191.0;0.0;0.0;;1
TDCCYG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;4904.0;0.0;0.0;;1
TDCGH7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1619.0;0.0;0.0;;1
TDCG1L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1288.0;0.0;0.0;;1
TDCGSX;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1200.0;0.0;0.0;;1
TDCH1I;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;977.0;0.0;0.0;;1
TDCH6L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1640.0;0.0;0.0;;1
TDCFC3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;792.0;0.0;0.0;;1
TDCEE8;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1303.0;0.0;0.0;;1
TDCF83;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;4028.0;0.0;0.0;;1
TDCDIB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1312.0;0.0;0.0;;1
TDCFNQ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1422.0;0.0;0.0;;1
TDCGFI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2353.0;0.0;0.0;;1
TDCCQK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;995.0;0.0;0.0;;1
TDCG96;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1942.0;0.0;0.0;;1
TDCE1K;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2194.0;0.0;0.0;;1
TDCCQ9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2535.0;0.0;0.0;;1
TDCE9V;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1248.0;0.0;0.0;;1
TDCF1U;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1257.0;0.0;0.0;;1
TDCE4E;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1743.0;0.0;0.0;;1
TDCGKW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1625.0;0.0;0.0;;1
TDCERM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1575.0;0.0;0.0;;1
TDCF8L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1450.0;0.0;0.0;;1
TDCGUZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1548.0;0.0;0.0;;1
TFCAWJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;2341.0;0.0;0.0;;1
TDCDTW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;4111.0;0.0;0.0;;1
TDCGXI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;1739.0;0.0;0.0;;1
TFEBOM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;0.0;984.0;0.0;0.0;;1
TDC8H2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1.246.333.333;0.0;0.0;;1
TDCCBI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2333.0;0.0;0.0;;1
TDCCDF;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2243.0;0.0;0.0;;1
TDCCOZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;437.0;0.0;0.0;;1
TDCEAP;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1414.0;0.0;0.0;;1
TDCEEJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;814.0;0.0;0.0;;1
TDCFD1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2052.0;0.0;0.0;;1
TDCFZN;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1400.0;0.0;0.0;;1
TDCC35;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4018.0;0.0;0.0;;1
TDCGC1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1124.0;0.0;0.0;;1
TDCGLS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2605.0;0.0;0.0;;1
TDCCB0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1298.0;0.0;0.0;;1
TDCCUC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1660.0;0.0;0.0;;1
TDCCXW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1198.0;0.0;0.0;;1
TDCGGZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2622.0;0.0;0.0;;1
TDCCQ4;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;620.0;0.0;0.0;;1
TDCA6P;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2753.0;0.0;0.0;;1
TDCC3R;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1247.0;0.0;0.0;;1
TDCC6W;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1316.0;0.0;0.0;;1
TDCHEI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;343.0;0.0;0.0;;1
TDCCTS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;787.0;0.0;0.0;;1
TDCGB9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2206.0;0.0;0.0;;1
TDCCQ0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2838.0;0.0;0.0;;1
TDCDC7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1264.0;0.0;0.0;;1
TDCF0T;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1313.0;0.0;0.0;;1
TDCHA7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1096.0;0.0;0.0;;1
TDCDIV;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;750.0;0.0;0.0;;1
TDCDGY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1848.0;0.0;0.0;;1
TDCDI7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2622.0;0.0;0.0;;1
TDCDNJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1667.0;0.0;0.0;;1
TDCDW1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2347.0;0.0;0.0;;1
TDCDW6;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1663.0;0.0;0.0;;1
TDCE0D;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;463.0;0.0;0.0;;1
TDCD3E;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;589.0;0.0;0.0;;1
TDCDK3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;590.0;0.0;0.0;;1
TDCDPL;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4154.0;0.0;0.0;;1
TDCE7B;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;609.0;0.0;0.0;;1
TDCGQY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1089.0;0.0;0.0;;1
TDCENP;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;577.0;0.0;0.0;;1
TDCFA3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;456.0;0.0;0.0;;1
TDCFDP;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4169.0;0.0;0.0;;1
TDCC2I;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1499.0;0.0;0.0;;1
TDCCT7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1459.0;0.0;0.0;;1
TDCGRQ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2528.0;0.0;0.0;;1
TDCC8K;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1050.0;0.0;0.0;;1
TDCFMJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1529.0;0.0;0.0;;1
TDCCG5;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2243.0;0.0;0.0;;1
TDCFNJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4386.0;0.0;0.0;;1
TDCD7J;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4035.0;0.0;0.0;;1
TDCGY2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;605.0;0.0;0.0;;1
TDCDJ1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1649.0;0.0;0.0;;1
TDCDN4;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;549.0;0.0;0.0;;1
TDCCY9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;385.0;0.0;0.0;;1
TDCD47;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1078.0;0.0;0.0;;1
TDCDO2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1052.0;0.0;0.0;;1
TDCCXZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1610.0;0.0;0.0;;1
TDCHE7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;343.0;0.0;0.0;;1
TDCGAI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2649.0;0.0;0.0;;1
TDCDDT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1073.0;0.0;0.0;;1
TDCEPW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;452.0;0.0;0.0;;1
TDCG9F;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1029.0;0.0;0.0;;1
TDCEZH;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2408.0;0.0;0.0;;1
TDCEBK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2705.0;0.0;0.0;;1
TDCF0G;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2389.0;0.0;0.0;;1
TDCGLI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4040.0;0.0;0.0;;1
TDCCIG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;763.0;0.0;0.0;;1
TDCCJC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;763.0;0.0;0.0;;1
TDCFEE;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;448.0;0.0;0.0;;1
TDCHDS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;326.0;0.0;0.0;;1
TDCFI5;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;513.0;0.0;0.0;;1
TDCCQ2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2503.0;0.0;0.0;;1
TDCCDI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1855.0;0.0;0.0;;1
TDCFMY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1309.0;0.0;0.0;;1
TDCCX0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1137.0;0.0;0.0;;1
TDCCTW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;623.0;0.0;0.0;;1
TDCCYM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4316.0;0.0;0.0;;1
TDCD1R;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2802.0;0.0;0.0;;1
TDCD6L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4000.0;0.0;0.0;;1
TDCD5P;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1725.0;0.0;0.0;;1
TDCD9D;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;763.0;0.0;0.0;;1
TDCD30;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1365.0;0.0;0.0;;1
TDCGU0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2129.0;0.0;0.0;;1
TDCH3X;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;749.0;0.0;0.0;;1
TDCDEJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1724.0;0.0;0.0;;1
TDCDNM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1471.0;0.0;0.0;;1
TDCDHK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1004.0;0.0;0.0;;1
TDCE26;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;394.0;0.0;0.0;;1
TDCHCM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;357.0;0.0;0.0;;1
TDCE40;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;771.0;0.0;0.0;;1
TDCEK4;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1396.0;0.0;0.0;;1
TDCEV1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;990.0;0.0;0.0;;1
TDCELL;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;760.0;0.0;0.0;;1
TDCFKV;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;588.0;0.0;0.0;;1
TDCDHT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;729.0;0.0;0.0;;1
TDCD8N;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2604.0;0.0;0.0;;1
TDCCTA;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1508.0;0.0;0.0;;1
TDCDFN;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1733.0;0.0;0.0;;1
TDCDHA;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1362.0;0.0;0.0;;1
TDCDV0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;4882.0;0.0;0.0;;1
TDCD9P;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;315.0;0.0;0.0;;1
TDCGLC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;792.0;0.0;0.0;;1
TDCEMI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1004.0;0.0;0.0;;1
TDCE6Q;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1724.0;0.0;0.0;;1
TDCDXY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;3112.0;0.0;0.0;;1
TDCHEB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;329.0;0.0;0.0;;1
TDCD9W;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1641.0;0.0;0.0;;1
TDCF89;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2030.0;0.0;0.0;;1
TDCFCI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1373.0;0.0;0.0;;1
TDCFBW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2389.0;0.0;0.0;;1
TDCERZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;955.0;0.0;0.0;;1
TDCFPL;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2487.0;0.0;0.0;;1
TDCGZD;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1149.0;0.0;0.0;;1
TDCD1W;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1635.0;0.0;0.0;;1
TDCE37;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2557.0;0.0;0.0;;1
TDCDPW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;827.0;0.0;0.0;;1
TDCF74;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1857.0;0.0;0.0;;1
TDCFA1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;702.0;0.0;0.0;;1
TDCH8V;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1136.0;0.0;0.0;;1
TDCEYS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1663.0;0.0;0.0;;1
TDCF04;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;798.0;0.0;0.0;;1
TDCF3V;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1645.0;0.0;0.0;;1
TDCF66;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1243.0;0.0;0.0;;1
TDCFU8;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1863.0;0.0;0.0;;1
TDCFDS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2542.0;0.0;0.0;;1
TDCD6M;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;3185.0;0.0;0.0;;1
TDCCML;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2999.0;0.0;0.0;;1
TDCE31;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;662.0;0.0;0.0;;1
TDCE4D;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;2389.0;0.0;0.0;;1
